customerid,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Persona
12967,358.0,2,1660.9,1,2,3,123,6,Big Spenders
12968,112.0,1,135.95,2,1,1,211,4,Typical Customers
12970,7.0,4,452.24,4,3,2,432,9,Champions
12971,4.0,86,11189.91,4,4,4,444,12,Champions
12974,198.0,1,144.8,1,1,1,111,3,Lost Customers
12976,212.0,1,738.6,1,1,3,113,5,Big Spenders
12977,156.0,1,39.24,1,1,1,111,3,Lost Customers
12980,158.0,9,7374.9,1,4,4,144,9,At Risk
12981,30.0,2,372.22,3,2,2,322,7,New Customers
12982,243.0,1,390.54,1,1,2,112,4,Lost Customers
12984,19.0,1,97.5,3,1,1,311,5,New Customers
12985,1.0,2,1239.38,4,2,3,423,9,Big Spenders
12987,74.0,2,558.7,2,2,2,222,6,Typical Customers
12988,292.0,1,535.32,1,1,2,112,4,Lost Customers
12989,3.0,15,6924.11,4,4,4,444,12,Champions
12990,31.0,3,409.5,3,3,2,332,8,Champions
12991,23.0,2,503.76,3,2,2,322,7,New Customers
12993,23.0,4,414.76,3,3,2,332,8,Champions
12994,4.0,3,974.42,4,3,3,433,10,Champions
12995,85.0,1,211.32,2,1,1,211,4,Typical Customers
12997,22.0,4,1226.89,3,3,3,333,9,Champions
12999,196.0,3,455.88,1,3,2,132,6,At Risk
13000,107.0,3,534.85,2,3,2,232,7,At Risk
13001,4.0,13,9818.82,4,4,4,444,12,Champions
13002,318.0,1,120.95,1,1,1,111,3,Lost Customers
13003,106.0,3,149.05,2,3,1,231,6,At Risk
13004,12.0,18,5655.91,4,4,4,444,12,Champions
13005,174.0,2,513.7,1,2,2,122,5,Typical Customers
13006,56.0,1,81.57,2,1,1,211,4,Typical Customers
13008,323.0,1,229.47,1,1,1,111,3,Lost Customers
13011,372.0,1,50.55,1,1,1,111,3,Lost Customers
13012,9.0,8,1661.84,4,4,4,444,12,Champions
13013,1.0,13,4810.94,4,4,4,444,12,Champions
13014,11.0,10,3466.28,4,4,4,444,12,Champions
13015,53.0,5,3346.28,2,4,4,244,10,At Risk
13016,73.0,3,789.89,2,3,3,233,8,At Risk
13017,7.0,1,204.0,4,1,1,411,6,New Customers
13018,16.0,28,7277.7,4,4,4,444,12,Champions
13021,4.0,9,2616.38,4,4,4,444,12,Champions
13023,64.0,2,689.9,2,2,3,223,7,Big Spenders
13026,1.0,5,975.36,4,4,3,443,11,Champions
13027,114.0,6,6912.0,2,4,4,244,10,At Risk
13028,23.0,2,661.32,3,2,2,322,7,New Customers
13029,31.0,3,1247.5,3,3,3,333,9,Champions
13030,11.0,2,799.48,4,2,3,423,9,Big Spenders
13032,52.0,2,1010.18,2,2,3,223,7,Big Spenders
13033,357.0,1,190.55,1,1,1,111,3,Lost Customers
13034,55.0,2,642.77,2,2,2,222,6,Typical Customers
13035,74.0,2,921.88,2,2,3,223,7,Big Spenders
13037,138.0,3,881.07,2,3,3,233,8,At Risk
13038,80.0,3,908.46,2,3,3,233,8,At Risk
13040,9.0,2,676.99,4,2,3,423,9,Big Spenders
13043,273.0,1,516.42,1,1,2,112,4,Lost Customers
13044,291.0,1,560.47,1,1,2,112,4,Lost Customers
13045,99.0,1,305.28,2,1,1,211,4,Typical Customers
13046,31.0,2,629.31,3,2,2,322,7,New Customers
13047,32.0,10,3237.54,3,4,4,344,11,Champions
13048,14.0,4,1835.91,4,3,4,434,11,Champions
13049,64.0,2,656.68,2,2,2,222,6,Typical Customers
13050,15.0,17,5836.86,4,4,4,444,12,Champions
13052,212.0,1,348.15,1,1,2,112,4,Lost Customers
13055,78.0,3,1214.41,2,3,3,233,8,At Risk
13058,25.0,3,271.4,3,3,1,331,7,Champions
13059,250.0,1,183.4,1,1,1,111,3,Lost Customers
13060,254.0,1,307.53,1,1,2,112,4,Lost Customers
13061,72.0,1,248.61,2,1,1,211,4,Typical Customers
13062,191.0,1,346.98,1,1,2,112,4,Lost Customers
13064,13.0,4,1119.49,4,3,3,433,10,Champions
13065,373.0,1,205.86,1,1,1,111,3,Lost Customers
13066,24.0,2,470.8,3,2,2,322,7,New Customers
13067,82.0,1,115.46,2,1,1,211,4,Typical Customers
13068,10.0,2,344.0,4,2,2,422,8,New Customers
13069,1.0,24,4436.12,4,4,4,444,12,Champions
13070,192.0,1,228.8,1,1,1,111,3,Lost Customers
13072,267.0,1,177.15,1,1,1,111,3,Lost Customers
13075,130.0,1,919.61,2,1,3,213,6,Big Spenders
13077,1.0,4,729.27,4,3,3,433,10,Champions
13078,3.0,26,12627.94,4,4,4,444,12,Champions
13079,4.0,5,220.1,4,4,1,441,9,Champions
13080,179.0,1,58.08,1,1,1,111,3,Lost Customers
13081,12.0,11,28337.38,4,4,4,444,12,Champions
13082,126.0,9,3613.63,2,4,4,244,10,At Risk
13083,4.0,2,303.75,4,2,1,421,7,New Customers
13085,158.0,2,416.08,1,2,2,122,5,Typical Customers
13089,3.0,97,58825.83,4,4,4,444,12,Champions
13090,9.0,14,8910.82,4,4,4,444,12,Champions
13091,28.0,1,345.82,3,1,2,312,6,New Customers
13092,71.0,5,477.83,2,4,2,242,8,At Risk
13093,276.0,8,7832.47,1,4,4,144,9,At Risk
13094,21.0,12,1927.32,3,4,4,344,11,Champions
13095,71.0,1,74.4,2,1,1,211,4,Typical Customers
13097,33.0,10,6010.42,3,4,4,344,11,Champions
13098,1.0,28,28882.44,4,4,4,444,12,Champions
13099,99.0,1,207.36,2,1,1,211,4,Typical Customers
13101,234.0,1,101.19,1,1,1,111,3,Lost Customers
13102,1.0,24,6424.09,4,4,4,444,12,Champions
13103,40.0,1,243.94,3,1,1,311,5,New Customers
13104,3.0,6,1098.48,4,4,3,443,11,Champions
13106,133.0,1,76.5,2,1,1,211,4,Typical Customers
13107,44.0,4,1531.62,3,3,3,333,9,Champions
13108,373.0,1,350.06,1,1,2,112,4,Lost Customers
13109,60.0,2,786.54,2,2,3,223,7,Big Spenders
13110,31.0,7,1488.67,3,4,3,343,10,Champions
13113,1.0,24,12245.96,4,4,4,444,12,Champions
13115,12.0,4,2294.78,4,3,4,434,11,Champions
13116,138.0,1,501.14,2,1,2,212,5,Typical Customers
13117,22.0,8,984.91,3,4,3,343,10,Champions
13118,20.0,5,1197.81,3,4,3,343,10,Champions
13120,239.0,1,30.6,1,1,1,111,3,Lost Customers
13121,269.0,1,283.73,1,1,1,111,3,Lost Customers
13122,94.0,2,922.39,2,2,3,223,7,Big Spenders
13124,90.0,3,3866.33,2,3,4,234,9,At Risk
13126,5.0,8,2099.64,4,4,4,444,12,Champions
13127,78.0,1,259.17,2,1,1,211,4,Typical Customers
13130,94.0,1,64.0,2,1,1,211,4,Typical Customers
13131,23.0,3,1073.3,3,3,3,333,9,Champions
13132,262.0,1,77.3,1,1,1,111,3,Lost Customers
13133,274.0,2,109.8,1,2,1,121,4,Typical Customers
13134,86.0,4,1793.58,2,3,4,234,9,At Risk
13135,197.0,1,3096.0,1,1,4,114,6,Big Spenders
13136,56.0,5,2607.61,2,4,4,244,10,At Risk
13137,11.0,8,3650.41,4,4,4,444,12,Champions
13138,22.0,6,962.39,3,4,3,343,10,Champions
13139,16.0,7,5064.94,4,4,4,444,12,Champions
13140,108.0,3,423.72,2,3,2,232,7,At Risk
13141,85.0,5,2388.75,2,4,4,244,10,At Risk
13142,19.0,1,307.09,3,1,1,311,5,New Customers
13144,333.0,1,110.95,1,1,1,111,3,Lost Customers
13145,40.0,4,618.52,3,3,2,332,8,Champions
13146,26.0,1,228.91,3,1,1,311,5,New Customers
13147,10.0,4,712.8,4,3,3,433,10,Champions
13148,29.0,12,3707.12,3,4,4,344,11,Champions
13149,14.0,4,1676.06,4,3,4,434,11,Champions
13151,296.0,1,1257.87,1,1,3,113,5,Big Spenders
13153,6.0,1,486.22,4,1,2,412,7,New Customers
13155,33.0,4,971.76,3,3,3,333,9,Champions
13157,49.0,4,1741.22,3,3,4,334,10,Champions
13158,95.0,4,1201.06,2,3,3,233,8,At Risk
13159,9.0,4,1437.85,4,3,3,433,10,Champions
13160,22.0,1,91.8,3,1,1,311,5,New Customers
13161,313.0,1,112.75,1,1,1,111,3,Lost Customers
13162,122.0,4,1688.29,2,3,4,234,9,At Risk
13165,46.0,2,1021.48,3,2,3,323,8,Big Spenders
13166,283.0,1,417.2,1,1,2,112,4,Lost Customers
13167,19.0,4,791.33,3,3,3,333,9,Champions
13168,36.0,4,1319.19,3,3,3,333,9,Champions
13169,64.0,2,712.88,2,2,3,223,7,Big Spenders
13170,27.0,1,116.01,3,1,1,311,5,New Customers
13171,22.0,3,468.41,3,3,2,332,8,Champions
13173,4.0,2,353.65,4,2,2,422,8,New Customers
13174,16.0,3,2817.03,4,3,4,434,11,Champions
13176,46.0,1,492.84,3,1,2,312,6,New Customers
13177,65.0,1,282.45,2,1,1,211,4,Typical Customers
13178,26.0,11,5725.47,3,4,4,344,11,Champions
13182,45.0,1,121.18,3,1,1,311,5,New Customers
13183,8.0,9,3957.78,4,4,4,444,12,Champions
13184,15.0,10,1701.29,4,4,4,444,12,Champions
13185,268.0,1,71.4,1,1,1,111,3,Lost Customers
13186,40.0,3,1575.89,3,3,3,333,9,Champions
13187,337.0,1,236.02,1,1,1,111,3,Lost Customers
13188,11.0,1,114.6,4,1,1,411,6,New Customers
13189,19.0,2,260.68,3,2,1,321,6,New Customers
13192,95.0,2,911.94,2,2,3,223,7,Big Spenders
13193,61.0,1,117.88,2,1,1,211,4,Typical Customers
13194,136.0,1,60.7,2,1,1,211,4,Typical Customers
13196,11.0,4,1797.78,4,3,4,434,11,Champions
13198,10.0,6,3401.24,4,4,4,444,12,Champions
13199,4.0,38,9817.12,4,4,4,444,12,Champions
13200,19.0,4,870.09,3,3,3,333,9,Champions
13203,10.0,4,869.46,4,3,3,433,10,Champions
13207,15.0,2,250.26,4,2,1,421,7,New Customers
13208,59.0,6,1223.9,2,4,3,243,9,At Risk
13209,30.0,8,5891.61,3,4,4,344,11,Champions
13210,94.0,1,353.48,2,1,2,212,5,Typical Customers
13211,10.0,3,1197.42,4,3,3,433,10,Champions
13212,20.0,3,788.08,3,3,3,333,9,Champions
13213,57.0,5,1520.58,2,4,3,243,9,At Risk
13216,268.0,1,333.74,1,1,2,112,4,Lost Customers
13217,122.0,3,533.98,2,3,2,232,7,At Risk
13218,127.0,1,62.64,2,1,1,211,4,Typical Customers
13220,78.0,4,819.29,2,3,3,233,8,At Risk
13221,240.0,2,847.41,1,2,3,123,6,Big Spenders
13223,200.0,2,163.2,1,2,1,121,4,Typical Customers
13224,60.0,2,2155.95,2,2,4,224,8,Big Spenders
13225,3.0,7,6463.84,4,4,4,444,12,Champions
13226,273.0,1,108.21,1,1,1,111,3,Lost Customers
13227,202.0,1,257.7,1,1,1,111,3,Lost Customers
13228,81.0,1,358.0,2,1,2,212,5,Typical Customers
13229,226.0,1,160.95,1,1,1,111,3,Lost Customers
13230,4.0,14,2806.97,4,4,4,444,12,Champions
13232,13.0,7,1357.6,4,4,3,443,11,Champions
13233,74.0,2,605.12,2,2,2,222,6,Typical Customers
13235,212.0,1,1031.07,1,1,3,113,5,Big Spenders
13236,25.0,2,744.85,3,2,3,323,8,Big Spenders
13238,17.0,4,700.73,4,3,3,433,10,Champions
13239,262.0,1,329.56,1,1,2,112,4,Lost Customers
13240,96.0,4,663.65,2,3,2,232,7,At Risk
13242,112.0,3,270.4,2,3,1,231,6,At Risk
13243,203.0,1,600.07,1,1,2,112,4,Lost Customers
13244,93.0,1,121.74,2,1,1,211,4,Typical Customers
13245,51.0,1,430.5,3,1,2,312,6,New Customers
13246,18.0,6,1987.3,4,4,4,444,12,Champions
13247,18.0,4,501.12,4,3,2,432,9,Champions
13248,125.0,2,465.68,2,2,2,222,6,Typical Customers
13249,92.0,3,711.41,2,3,3,233,8,At Risk
13253,157.0,2,1030.4,1,2,3,123,6,Big Spenders
13255,9.0,2,399.51,4,2,2,422,8,New Customers
13258,12.0,3,698.58,4,3,3,433,10,Champions
13259,62.0,1,292.32,2,1,1,211,4,Typical Customers
13260,61.0,1,557.62,2,1,2,212,5,Typical Customers
13261,269.0,2,944.1,1,2,3,123,6,Big Spenders
13262,263.0,1,200.29,1,1,1,111,3,Lost Customers
13263,1.0,35,7454.07,4,4,4,444,12,Champions
13265,53.0,5,2107.66,2,4,4,244,10,At Risk
13266,11.0,12,3834.26,4,4,4,444,12,Champions
13267,3.0,19,4521.49,4,4,4,444,12,Champions
13268,18.0,11,3214.69,4,4,4,444,12,Champions
13269,1.0,15,5346.23,4,4,4,444,12,Champions
13270,366.0,1,590.0,1,1,2,112,4,Lost Customers
13271,37.0,1,217.38,3,1,1,311,5,New Customers
13272,31.0,2,276.56,3,2,1,321,6,New Customers
13273,113.0,1,138.98,2,1,1,211,4,Typical Customers
13276,64.0,2,590.93,2,2,2,222,6,Typical Customers
13277,16.0,4,258.4,4,3,1,431,8,Champions
13278,41.0,1,542.73,3,1,2,312,6,New Customers
13279,78.0,1,137.75,2,1,1,211,4,Typical Customers
13280,122.0,3,814.86,2,3,3,233,8,At Risk
13282,18.0,3,1132.14,4,3,3,433,10,Champions
13283,60.0,2,93.66,2,2,1,221,5,Typical Customers
13284,331.0,1,201.19,1,1,1,111,3,Lost Customers
13285,23.0,4,2709.12,3,3,4,334,10,Champions
13291,156.0,1,361.11,1,1,2,112,4,Lost Customers
13292,39.0,2,578.94,3,2,2,322,7,New Customers
13294,190.0,2,873.74,1,2,3,123,6,Big Spenders
13295,360.0,1,201.2,1,1,1,111,3,Lost Customers
13296,137.0,1,87.4,2,1,1,211,4,Typical Customers
13297,8.0,4,2089.85,4,3,4,434,11,Champions
13298,1.0,1,360.0,4,1,2,412,7,New Customers
13299,268.0,1,142.5,1,1,1,111,3,Lost Customers
13300,169.0,1,371.89,1,1,2,112,4,Lost Customers
13301,104.0,4,618.09,2,3,2,232,7,At Risk
13302,155.0,1,63.75,1,1,1,111,3,Lost Customers
13304,351.0,1,300.42,1,1,1,111,3,Lost Customers
13305,4.0,10,2000.86,4,4,4,444,12,Champions
13307,120.0,1,15.0,2,1,1,211,4,Typical Customers
13308,23.0,3,1385.51,3,3,3,333,9,Champions
13309,7.0,5,1456.79,4,4,3,443,11,Champions
13310,28.0,3,1132.03,3,3,3,333,9,Champions
13311,4.0,2,598.57,4,2,2,422,8,New Customers
13313,22.0,5,1555.32,3,4,3,343,10,Champions
13314,2.0,3,775.94,4,3,3,433,10,Champions
13316,37.0,4,5977.73,3,3,4,334,10,Champions
13317,66.0,6,2273.68,2,4,4,244,10,At Risk
13318,1.0,3,640.76,4,3,2,432,9,Champions
13319,5.0,26,10845.55,4,4,4,444,12,Champions
13320,78.0,4,1548.7,2,3,3,233,8,At Risk
13321,72.0,2,567.36,2,2,2,222,6,Typical Customers
13322,17.0,1,199.48,4,1,1,411,6,New Customers
13323,3.0,5,787.85,4,4,3,443,11,Champions
13324,36.0,10,7121.95,3,4,4,344,11,Champions
13325,82.0,1,675.3,2,1,3,213,6,Big Spenders
13327,39.0,8,3627.77,3,4,4,344,11,Champions
13328,316.0,1,1308.48,1,1,3,113,5,Big Spenders
13329,32.0,2,789.0,3,2,3,323,8,Big Spenders
13330,93.0,3,1140.93,2,3,3,233,8,At Risk
13332,14.0,1,350.9,4,1,2,412,7,New Customers
13334,82.0,3,3536.82,2,3,4,234,9,At Risk
13336,77.0,1,795.12,2,1,3,213,6,Big Spenders
13338,158.0,1,487.02,1,1,2,112,4,Lost Customers
13339,201.0,1,860.12,1,1,3,113,5,Big Spenders
13340,45.0,7,10736.48,3,4,4,344,11,Champions
13341,261.0,1,775.85,1,1,3,113,5,Big Spenders
13343,178.0,1,353.43,1,1,2,112,4,Lost Customers
13344,68.0,3,2543.72,2,3,4,234,9,At Risk
13345,288.0,1,389.5,1,1,2,112,4,Lost Customers
13347,70.0,1,341.36,2,1,2,212,5,Typical Customers
13348,64.0,1,233.76,2,1,1,211,4,Typical Customers
13349,11.0,1,247.32,4,1,1,411,6,New Customers
13350,16.0,2,979.12,4,2,3,423,9,Big Spenders
13351,66.0,1,373.94,2,1,2,212,5,Typical Customers
13352,60.0,1,397.98,2,1,2,212,5,Typical Customers
13354,71.0,1,743.53,2,1,3,213,6,Big Spenders
13355,122.0,1,674.7,2,1,3,213,6,Big Spenders
13356,80.0,1,768.24,2,1,3,213,6,Big Spenders
13357,257.0,1,609.95,1,1,2,112,4,Lost Customers
13358,269.0,1,439.03,1,1,2,112,4,Lost Customers
13359,64.0,1,439.56,2,1,2,212,5,Typical Customers
13362,9.0,4,3090.74,4,3,4,434,11,Champions
13363,18.0,2,992.5,4,2,3,423,9,Big Spenders
13364,71.0,1,134.96,2,1,1,211,4,Typical Customers
13365,34.0,2,2225.37,3,2,4,324,9,Big Spenders
13366,50.0,1,56.16,3,1,1,311,5,New Customers
13368,257.0,2,623.4,1,2,2,122,5,Typical Customers
13369,366.0,1,308.28,1,1,2,112,4,Lost Customers
13370,372.0,1,754.87,1,1,3,113,5,Big Spenders
13372,90.0,1,378.64,2,1,2,212,5,Typical Customers
13373,61.0,3,3312.25,2,3,4,234,9,At Risk
13375,89.0,1,778.65,2,1,3,213,6,Big Spenders
13376,99.0,3,1019.76,2,3,3,233,8,At Risk
13379,26.0,3,572.56,3,3,2,332,8,Champions
13381,32.0,6,3639.31,3,4,4,344,11,Champions
13382,281.0,1,222.99,1,1,1,111,3,Lost Customers
13384,31.0,7,4151.93,3,4,4,344,11,Champions
13385,330.0,1,534.57,1,1,2,112,4,Lost Customers
13388,131.0,2,677.1,2,2,3,223,7,Big Spenders
13389,11.0,3,797.96,4,3,3,433,10,Champions
13390,75.0,1,544.08,2,1,2,212,5,Typical Customers
13391,204.0,1,59.8,1,1,1,111,3,Lost Customers
13394,2.0,8,2520.02,4,4,4,444,12,Champions
13395,185.0,1,307.72,1,1,2,112,4,Lost Customers
13396,29.0,2,1360.99,3,2,3,323,8,Big Spenders
13397,73.0,5,1544.13,2,4,3,243,9,At Risk
13398,192.0,1,457.34,1,1,2,112,4,Lost Customers
13402,127.0,2,621.23,2,2,2,222,6,Typical Customers
13403,18.0,1,75.0,4,1,1,411,6,New Customers
13404,1.0,2,252.49,4,2,1,421,7,New Customers
13405,74.0,3,572.45,2,3,2,232,7,At Risk
13408,2.0,62,28117.04,4,4,4,444,12,Champions
13410,24.0,5,1003.06,3,4,3,343,10,Champions
13411,107.0,1,213.55,2,1,1,211,4,Typical Customers
13414,134.0,3,1390.5,2,3,3,233,8,At Risk
13416,44.0,2,712.5,3,2,3,323,8,Big Spenders
13417,5.0,2,640.83,4,2,2,422,8,New Customers
13418,12.0,18,6127.43,4,4,4,444,12,Champions
13419,64.0,1,221.06,2,1,1,211,4,Typical Customers
13420,150.0,2,159.85,1,2,1,121,4,Typical Customers
13421,40.0,2,1851.08,3,2,4,324,9,Big Spenders
13422,64.0,1,2626.3,2,1,4,214,7,Big Spenders
13425,108.0,3,1624.21,2,3,3,233,8,At Risk
13426,1.0,10,3641.32,4,4,4,444,12,Champions
13427,19.0,3,582.6,3,3,2,332,8,Champions
13428,10.0,1,218.47,4,1,1,411,6,New Customers
13429,11.0,4,1006.8,4,3,3,433,10,Champions
13430,19.0,2,679.45,3,2,3,323,8,Big Spenders
13431,67.0,2,1269.1,2,2,3,223,7,Big Spenders
13434,74.0,2,534.24,2,2,2,222,6,Typical Customers
13435,5.0,7,3809.89,4,4,4,444,12,Champions
13436,2.0,1,196.89,4,1,1,411,6,New Customers
13437,14.0,7,3408.06,4,4,4,444,12,Champions
13439,255.0,1,283.71,1,1,1,111,3,Lost Customers
13441,92.0,1,296.64,2,1,1,211,4,Typical Customers
13447,23.0,3,1129.14,3,3,3,333,9,Champions
13448,17.0,6,3539.37,4,4,4,444,12,Champions
13449,24.0,1,291.88,3,1,1,311,5,New Customers
13450,27.0,6,2043.72,3,4,4,344,11,Champions
13451,26.0,5,2976.15,3,4,4,344,11,Champions
13452,259.0,2,590.0,1,2,2,122,5,Typical Customers
13453,166.0,2,356.98,1,2,2,122,5,Typical Customers
13455,25.0,2,1058.34,3,2,3,323,8,Big Spenders
13456,18.0,6,1766.72,4,4,4,444,12,Champions
13458,7.0,14,9646.57,4,4,4,444,12,Champions
13460,29.0,2,183.44,3,2,1,321,6,New Customers
13461,39.0,3,1445.0,3,3,3,333,9,Champions
13462,253.0,1,151.5,1,1,1,111,3,Lost Customers
13464,58.0,1,674.68,2,1,3,213,6,Big Spenders
13466,184.0,1,307.9,1,1,2,112,4,Lost Customers
13467,11.0,2,1083.71,4,2,3,423,9,Big Spenders
13468,2.0,37,5704.97,4,4,4,444,12,Champions
13470,99.0,2,165.0,2,2,1,221,5,Typical Customers
13471,1.0,4,2531.58,4,3,4,434,11,Champions
13473,61.0,2,422.64,2,2,2,222,6,Typical Customers
13474,236.0,1,229.59,1,1,1,111,3,Lost Customers
13475,191.0,4,1431.78,1,3,3,133,7,At Risk
13476,179.0,2,1238.47,1,2,3,123,6,Big Spenders
13477,38.0,6,1454.58,3,4,3,343,10,Champions
13479,201.0,2,300.95,1,2,1,121,4,Typical Customers
13481,46.0,5,1804.56,3,4,4,344,11,Champions
13482,232.0,1,184.64,1,1,1,111,3,Lost Customers
13483,66.0,1,140.34,2,1,1,211,4,Typical Customers
13484,241.0,1,313.8,1,1,2,112,4,Lost Customers
13485,233.0,1,454.24,1,1,2,112,4,Lost Customers
13486,78.0,3,1122.41,2,3,3,233,8,At Risk
13487,58.0,3,575.4,2,3,2,232,7,At Risk
13488,17.0,13,8968.31,4,4,4,444,12,Champions
13489,105.0,4,449.52,2,3,2,232,7,At Risk
13491,52.0,10,1215.82,2,4,3,243,9,At Risk
13492,136.0,3,1269.84,2,3,3,233,8,At Risk
13493,275.0,2,618.63,1,2,2,122,5,Typical Customers
13494,312.0,1,316.26,1,1,2,112,4,Lost Customers
13495,8.0,5,2044.87,4,4,4,444,12,Champions
13496,11.0,2,653.33,4,2,2,422,8,New Customers
13497,283.0,2,348.05,1,2,2,122,5,Typical Customers
13499,18.0,5,1159.11,4,4,3,443,11,Champions
13500,23.0,3,1166.77,3,3,3,333,9,Champions
13501,288.0,1,1340.32,1,1,3,113,5,Big Spenders
13502,17.0,3,292.0,4,3,1,431,8,Champions
13503,71.0,1,216.85,2,1,1,211,4,Typical Customers
13504,64.0,1,295.93,2,1,1,211,4,Typical Customers
13505,73.0,4,4393.63,2,3,4,234,9,At Risk
13506,316.0,2,458.52,1,2,2,122,5,Typical Customers
13507,3.0,4,2479.16,4,3,4,434,11,Champions
13508,244.0,1,110.97,1,1,1,111,3,Lost Customers
13509,9.0,7,979.72,4,4,3,443,11,Champions
13510,1.0,4,1791.56,4,3,4,434,11,Champions
13512,261.0,1,251.21,1,1,1,111,3,Lost Customers
13513,127.0,1,205.1,2,1,1,211,4,Typical Customers
13514,74.0,1,152.2,2,1,1,211,4,Typical Customers
13515,73.0,4,891.12,2,3,3,233,8,At Risk
13516,21.0,3,1389.41,3,3,3,333,9,Champions
13517,60.0,3,2128.42,2,3,4,234,9,At Risk
13518,86.0,1,659.44,2,1,2,212,5,Typical Customers
13519,78.0,1,122.75,2,1,1,211,4,Typical Customers
13520,59.0,6,3624.35,2,4,4,244,10,At Risk
13521,1.0,3,1093.65,4,3,3,433,10,Champions
13522,30.0,1,125.8,3,1,1,311,5,New Customers
13523,33.0,5,3964.88,3,4,4,344,11,Champions
13524,41.0,5,680.18,3,4,3,343,10,Champions
13525,15.0,2,628.78,4,2,2,422,8,New Customers
13527,34.0,7,2287.51,3,4,4,344,11,Champions
13529,79.0,2,307.76,2,2,2,222,6,Typical Customers
13531,205.0,2,483.8,1,2,2,122,5,Typical Customers
13532,34.0,1,210.31,3,1,1,311,5,New Customers
13533,183.0,3,270.79,1,3,1,131,5,At Risk
13534,2.0,25,5870.08,4,4,4,444,12,Champions
13536,1.0,7,3448.29,4,4,4,444,12,Champions
13538,43.0,7,1280.85,3,4,3,343,10,Champions
13539,86.0,3,631.34,2,3,2,232,7,At Risk
13544,40.0,2,291.41,3,2,1,321,6,New Customers
13546,12.0,3,626.99,4,3,2,432,9,Champions
13548,96.0,2,682.41,2,2,3,223,7,Big Spenders
13549,26.0,7,918.2,3,4,3,343,10,Champions
13551,319.0,1,91.8,1,1,1,111,3,Lost Customers
13552,66.0,12,3740.07,2,4,4,244,10,At Risk
13555,74.0,4,4149.28,2,3,4,234,9,At Risk
13557,28.0,2,584.06,3,2,2,322,7,New Customers
13558,6.0,4,605.06,4,3,2,432,9,Champions
13560,7.0,1,174.37,4,1,1,411,6,New Customers
13561,216.0,1,141.86,1,1,1,111,3,Lost Customers
13562,82.0,3,1799.33,2,3,4,234,9,At Risk
13563,84.0,2,777.53,2,2,3,223,7,Big Spenders
13564,144.0,3,1749.02,1,3,4,134,8,At Risk
13565,19.0,2,240.22,3,2,1,321,6,New Customers
13566,41.0,2,874.71,3,2,3,323,8,Big Spenders
13568,173.0,1,192.85,1,1,1,111,3,Lost Customers
13569,17.0,2,373.75,4,2,2,422,8,New Customers
13570,243.0,1,239.49,1,1,1,111,3,Lost Customers
13571,13.0,12,2092.32,4,4,4,444,12,Champions
13572,206.0,1,1384.25,1,1,3,113,5,Big Spenders
13573,50.0,2,294.4,3,2,1,321,6,New Customers
13575,23.0,5,732.07,3,4,3,343,10,Champions
13576,10.0,18,6717.34,4,4,4,444,12,Champions
13577,25.0,4,1687.6,3,3,4,334,10,Champions
13579,15.0,2,467.04,4,2,2,422,8,New Customers
13581,309.0,1,118.0,1,1,1,111,3,Lost Customers
13583,156.0,1,781.03,1,1,3,113,5,Big Spenders
13584,307.0,1,142.4,1,1,1,111,3,Lost Customers
13587,64.0,1,712.4,2,1,3,213,6,Big Spenders
13588,16.0,9,2478.95,4,4,4,444,12,Champions
13589,15.0,2,379.65,4,2,2,422,8,New Customers
13590,11.0,6,1981.92,4,4,4,444,12,Champions
13591,65.0,3,1117.13,2,3,3,233,8,At Risk
13592,36.0,4,247.96,3,3,1,331,7,Champions
13593,108.0,5,2037.08,2,4,4,244,10,At Risk
13594,53.0,1,396.97,2,1,2,212,5,Typical Customers
13596,6.0,2,697.04,4,2,3,423,9,Big Spenders
13598,47.0,1,180.17,3,1,1,311,5,New Customers
13599,1.0,21,5153.67,4,4,4,444,12,Champions
13600,312.0,1,219.52,1,1,1,111,3,Lost Customers
13601,45.0,2,693.32,3,2,3,323,8,Big Spenders
13602,65.0,1,428.89,2,1,2,212,5,Typical Customers
13603,26.0,1,164.34,3,1,1,311,5,New Customers
13606,29.0,3,280.54,3,3,1,331,7,Champions
13607,40.0,1,678.01,3,1,3,313,7,Big Spenders
13610,12.0,7,1131.88,4,4,3,443,11,Champions
13611,89.0,3,1171.8,2,3,3,233,8,At Risk
13614,24.0,4,1610.46,3,3,3,333,9,Champions
13615,319.0,1,417.69,1,1,2,112,4,Lost Customers
13617,40.0,3,544.18,3,3,2,332,8,Champions
13618,174.0,1,177.34,1,1,1,111,3,Lost Customers
13621,117.0,1,213.85,2,1,1,211,4,Typical Customers
13623,31.0,5,747.78,3,4,3,343,10,Champions
13626,253.0,1,257.23,1,1,1,111,3,Lost Customers
13627,59.0,5,1638.47,2,4,3,243,9,At Risk
13629,23.0,11,7792.36,3,4,4,344,11,Champions
13630,5.0,7,2031.78,4,4,4,444,12,Champions
13631,100.0,11,3070.42,2,4,4,244,10,At Risk
13632,25.0,5,2121.27,3,4,4,344,11,Champions
13634,33.0,5,1575.16,3,4,3,343,10,Champions
13635,68.0,1,1071.03,2,1,3,213,6,Big Spenders
13636,37.0,5,949.12,3,4,3,343,10,Champions
13637,52.0,3,810.5,2,3,3,233,8,At Risk
13638,16.0,1,122.64,4,1,1,411,6,New Customers
